student_id,study_hours_per_week,attendance_pct,assignment_completion_pct,previous_term_score,internet_quality,parental_support,extra_classes,sleep_hours_per_night,disciplinary_record,final_exam_score,passed
STD21230,21.2,65,100,68,Good,Low,1,5.4,0,100,1
STD21231,17.5,75,59,88,Fair,Medium,0,9.1,1,100,1
STD21232,8.6,88,100,34,Fair,High,1,8.5,0,100,1
STD21233,9.7,53,88,44,Poor,High,0,8.7,0,93,1
STD21234,5.6,76,60,69,Good,Medium,1,7.7,0,100,1
STD21235,15.5,63,84,57,Good,Low,1,4.1,0,100,1
STD21236,10.8,61,100,71,Fair,Medium,1,5.4,0,100,1
STD21237,2.2,80,100,56,Fair,High,1,7.2,0,100,1
STD21238,12.5,68,69,49,Good,Medium,1,5.9,0,100,1
STD21239,14.2,59,65,55,Poor,Medium,0,6.4,0,94,1
STD21240,16.8,95,80,22,Good,Medium,0,7.6,0,100,1
STD21241,11.6,89,75,41,Fair,Low,0,6.6,0,100,1
STD21242,10.1,49,100,72,Good,Medium,0,5.2,0,93,1
STD21243,21.9,55,91,76,Fair,Medium,1,8.0,0,100,1
STD21244,12.0,84,48,79,Fair,Medium,0,7.5,0,100,1
STD21245,15.6,72,86,65,Fair,Low,1,6.5,0,100,1
STD21246,9.3,97,75,24,Poor,High,0,7.7,0,89,1
STD21247,15.4,85,79,48,Poor,Medium,0,6.9,0,100,1
STD21248,4.7,80,82,78,Good,High,0,8.5,0,96,1
STD21249,9.7,62,100,82,Fair,Medium,1,7.0,0,100,1
STD21250,6.0,83,96,78,Poor,Medium,0,8.5,0,100,1
STD21251,9.0,58,65,54,Fair,Medium,0,4.4,0,85,1
STD21252,18.3,94,77,38,Fair,Medium,0,7.4,0,100,1
STD21253,8.9,82,70,57,Fair,Medium,1,6.3,0,100,1
STD21254,15.6,64,48,58,Poor,Medium,0,5.7,0,84,1
STD21255,19.6,87,76,81,Good,Low,1,8.3,0,100,1
STD21256,11.9,100,100,61,Good,High,0,8.0,0,100,1
STD21257,17.0,73,47,58,Poor,Medium,0,4.2,0,88,1
STD21258,14.7,84,78,59,Good,Low,1,7.7,0,100,1
STD21259,12.6,70,77,64,Fair,High,1,7.6,0,100,1
STD21260,15.8,77,83,67,Fair,Low,1,5.9,1,100,1
STD21261,21.2,55,61,47,Good,High,0,5.7,0,100,1
STD21262,8.8,76,52,42,Good,Medium,1,4.7,0,96,1
STD21263,7.2,77,53,79,Fair,Medium,0,6.4,0,100,1
STD21264,6.9,100,100,33,Fair,Low,1,6.6,0,87,1
STD21265,17.0,51,60,83,Fair,Low,0,7.8,1,91,1
STD21266,17.6,72,69,29,Fair,Low,0,7.2,0,99,1
STD21267,9.3,94,100,49,Good,Low,0,5.4,0,99,1
STD21268,1.3,73,65,73,Poor,Medium,1,7.1,0,81,1
STD21269,8.6,74,84,58,Good,Medium,1,6.5,0,100,1
STD21270,14.7,64,97,38,Good,Medium,0,5.6,0,100,1
STD21271,11.7,63,96,64,Poor,Low,0,4.7,0,95,1
STD21272,12.9,50,54,59,Good,Low,0,7.6,0,91,1
STD21273,9.4,67,65,55,Good,Low,0,7.4,0,81,1
STD21274,17.1,62,83,49,Fair,Low,1,7.5,0,100,1
STD21275,13.7,78,100,57,Fair,Medium,0,5.9,0,100,1
STD21276,14.9,65,64,49,Good,Low,0,7.0,0,100,1
STD21277,12.8,69,69,95,Good,Medium,0,5.0,0,100,1
STD21278,14.6,70,86,54,Fair,High,0,5.5,0,100,1
STD21279,14.3,75,89,52,Good,Low,1,6.8,0,100,1
STD21280,7.4,69,90,50,Good,Low,0,7.1,0,82,1
STD21281,13.9,61,63,85,Good,Medium,1,4.7,0,100,1
STD21282,16.0,77,68,33,Poor,Medium,1,5.4,0,97,1
STD21283,17.8,91,82,63,Fair,Low,0,6.3,0,100,1
STD21284,14.1,78,100,54,Good,High,0,8.0,0,100,1
STD21285,7.2,67,74,37,Poor,Medium,1,5.7,0,84,1
STD21286,7.9,74,78,46,Fair,High,1,7.0,0,93,1
STD21287,9.8,47,60,63,Fair,High,0,7.1,0,93,1
STD21288,12.9,74,100,45,Fair,Medium,1,6.5,0,100,1
STD21289,11.4,70,81,62,Good,Medium,0,7.1,0,100,1
STD21290,6.4,63,97,84,Poor,Medium,0,5.1,0,78,1
STD21291,6.4,65,79,61,Good,High,0,5.9,0,100,1
STD21292,1.5,70,80,36,Fair,Medium,1,8.7,0,79,1
STD21293,0.0,90,51,45,Good,Medium,0,8.8,0,90,1
STD21294,11.3,91,39,54,Fair,Low,0,7.9,0,91,1
STD21295,23.6,63,100,53,Poor,Medium,0,8.2,0,100,1
STD21296,21.0,69,79,60,Good,Medium,0,4.4,1,100,1
STD21297,7.1,69,82,63,Good,High,0,5.6,0,96,1
STD21298,12.7,87,56,84,Fair,Low,1,6.4,0,100,1
STD21299,4.7,78,62,58,Fair,High,0,9.5,0,92,1
STD21300,5.4,77,97,41,Fair,Low,1,6.4,0,88,1
STD21301,6.0,84,100,75,Good,Medium,1,7.8,0,100,1
STD21302,10.9,68,67,77,Fair,Medium,1,7.3,0,100,1
STD21303,11.1,95,90,61,Good,Medium,1,7.3,0,100,1
STD21304,13.3,76,81,54,Fair,Medium,0,6.8,0,100,1
STD21305,15.3,64,76,67,Good,Low,0,5.2,0,99,1
STD21306,10.3,73,100,55,Fair,Low,0,3.5,0,100,1
STD21307,12.2,93,70,27,Poor,High,0,8.5,0,94,1
STD21308,6.5,70,100,66,Good,Low,0,6.0,0,100,1
STD21309,5.3,89,85,71,Poor,Medium,1,4.4,0,99,1
STD21310,4.5,67,78,80,Good,Medium,1,7.4,0,100,1
STD21311,15.2,65,100,47,Poor,Low,0,7.3,0,92,1
STD21312,10.3,85,83,61,Fair,High,1,7.8,0,100,1
STD21313,2.6,64,76,62,Good,High,0,8.3,0,100,1
STD21314,11.7,88,100,59,Good,High,0,5.6,0,100,1
STD21315,5.8,81,100,60,Poor,High,0,5.7,0,82,1
STD21316,20.3,64,100,59,Fair,Medium,1,6.4,0,100,1
STD21317,9.1,75,20,61,Poor,High,0,7.9,0,98,1
STD21318,15.4,68,86,69,Good,Low,0,4.1,0,90,1
STD21319,17.4,81,82,76,Poor,Low,0,7.0,0,100,1
STD21320,7.2,100,77,47,Fair,Medium,0,8.0,1,86,1
STD21321,12.4,71,89,55,Poor,Medium,1,8.0,0,100,1
STD21322,14.8,83,83,52,Good,Medium,0,7.7,0,100,1
STD21323,12.6,76,90,50,Good,Medium,1,8.2,1,100,1
STD21324,13.8,76,73,34,Good,Medium,1,3.5,0,100,1
STD21325,5.4,74,100,58,Fair,High,0,8.9,0,100,1
STD21326,14.8,64,92,65,Fair,Low,0,7.2,0,100,1
STD21327,9.6,81,88,56,Poor,Low,1,8.5,0,100,1
STD21328,13.7,72,87,58,Good,Medium,0,5.3,0,100,1
STD21329,16.6,63,99,64,Poor,High,0,4.5,0,100,1
STD21330,15.3,90,96,79,Fair,High,1,9.1,0,100,1
STD21331,13.7,77,76,52,Fair,Low,1,5.6,0,100,1
STD21332,15.2,73,96,40,Good,High,1,6.4,0,100,1
STD21333,15.4,95,81,57,Fair,Medium,1,7.5,0,100,1
STD21334,19.5,50,100,86,Fair,High,0,7.8,1,100,1
STD21335,11.8,94,98,41,Good,Low,1,8.2,0,100,1
STD21336,12.8,64,67,68,Good,Medium,0,7.1,0,100,1
STD21337,16.7,79,100,75,Fair,Medium,1,5.4,0,100,1
STD21338,9.5,68,40,23,Good,Medium,0,7.7,0,90,1
STD21339,5.3,63,89,64,Fair,Low,0,7.7,0,74,1
STD21340,14.5,94,65,67,Fair,Medium,0,4.4,0,100,1
STD21341,11.0,100,100,54,Poor,Medium,1,8.6,0,100,1
STD21342,6.0,73,83,48,Good,Medium,0,3.6,0,93,1
STD21343,14.5,81,64,49,Good,Medium,1,8.1,0,100,1
STD21344,19.2,77,73,53,Poor,Medium,0,6.0,0,100,1
STD21345,3.9,100,65,53,Fair,High,0,7.7,0,93,1
STD21346,17.1,46,72,51,Good,Medium,0,7.5,0,100,1
STD21347,0.0,81,72,53,Poor,Medium,0,6.8,0,72,1
STD21348,10.0,66,64,76,Good,High,1,7.4,0,100,1
STD21349,21.2,43,83,40,Good,Medium,1,6.7,0,100,1
STD21350,10.4,71,85,32,Fair,Low,1,7.7,0,93,1
STD21351,12.4,100,60,76,Fair,Medium,0,9.5,0,100,1
STD21352,15.8,67,48,55,Fair,High,0,5.1,0,100,1
STD21353,3.4,87,84,52,Fair,Low,1,3.5,1,81,1
STD21354,12.4,93,88,56,Fair,Medium,1,6.3,0,100,1
STD21355,12.3,76,91,61,Good,Low,1,6.2,0,100,1
STD21356,21.3,78,88,50,Good,High,0,6.3,0,100,1
STD21357,5.8,52,100,66,Poor,Medium,1,5.6,0,92,1
STD21358,10.1,66,96,44,Good,High,0,7.9,0,100,1
STD21359,7.4,89,100,53,Fair,Medium,1,5.0,0,96,1
STD21360,6.8,77,100,25,Good,Low,1,7.4,0,98,1
STD21361,17.6,81,46,76,Poor,Medium,1,7.6,0,100,1
STD21362,12.1,78,38,55,Fair,High,0,7.2,1,84,1
STD21363,9.2,100,78,68,Fair,Low,1,7.4,1,96,1
STD21364,9.4,70,87,65,Fair,Low,0,8.0,0,94,1
STD21365,9.2,98,77,66,Good,Medium,0,6.9,0,100,1
STD21366,9.6,78,91,58,Poor,Medium,1,6.3,1,93,1
STD21367,5.7,100,73,64,Poor,Low,0,7.4,0,86,1
STD21368,10.7,59,66,44,Fair,Low,0,7.6,0,78,1
STD21369,10.2,79,68,40,Fair,Medium,1,8.0,0,97,1
STD21370,8.2,70,74,56,Fair,Medium,1,4.6,0,100,1
STD21371,12.8,78,93,48,Fair,Medium,1,6.6,0,100,1
STD21372,13.2,93,69,79,Poor,Medium,0,5.4,0,100,1
STD21373,9.2,81,73,64,Good,High,1,7.5,1,100,1
STD21374,11.3,93,88,47,Fair,Low,0,7.7,0,98,1
STD21375,22.8,67,74,54,Fair,Medium,0,6.4,0,100,1
STD21376,22.6,64,98,60,Fair,Medium,0,5.9,0,100,1
STD21377,6.7,76,61,57,Good,Medium,1,7.6,1,86,1
STD21378,7.4,75,58,62,Good,Medium,0,6.6,0,87,1
STD21379,6.7,73,83,59,Poor,Medium,0,8.7,0,93,1
STD21380,17.3,63,85,37,Good,High,1,9.1,0,100,1
STD21381,10.0,93,62,26,Poor,Low,1,8.1,0,82,1
STD21382,13.2,71,100,52,Poor,Low,1,7.1,0,100,1
STD21383,22.0,96,100,66,Good,Medium,1,9.2,1,100,1
STD21384,11.9,76,67,53,Good,Medium,1,7.1,0,100,1
STD21385,15.5,85,100,77,Poor,Low,0,6.2,1,99,1
STD21386,14.6,84,35,57,Good,High,0,5.9,0,100,1
STD21387,9.1,64,97,78,Good,High,1,5.9,0,100,1
STD21388,17.3,81,63,75,Good,Medium,1,6.8,0,100,1
STD21389,7.8,100,96,74,Good,Medium,1,7.4,0,100,1
STD21390,18.7,80,61,40,Fair,Low,0,5.0,1,92,1
STD21391,9.1,89,77,58,Good,Medium,1,6.2,0,100,1
STD21392,9.6,86,63,76,Poor,Medium,1,7.1,0,87,1
STD21393,6.6,80,74,62,Fair,High,0,7.6,0,99,1
STD21394,7.4,79,100,66,Fair,Medium,1,6.8,0,100,1
STD21395,9.9,84,76,37,Good,Low,1,7.1,0,92,1
STD21396,0.0,87,100,87,Poor,Low,1,5.2,1,72,1
STD21397,10.8,57,71,46,Fair,Low,1,5.6,0,84,1
STD21398,9.5,79,100,28,Good,High,0,6.7,0,100,1
STD21399,16.0,73,49,53,Fair,High,1,7.5,0,100,1
STD21400,14.1,71,73,21,Fair,High,0,7.1,0,100,1
STD21401,8.5,94,68,42,Fair,High,1,5.7,0,100,1
STD21402,9.7,66,100,95,Good,Low,1,6.5,0,100,1
STD21403,10.8,56,81,52,Fair,Medium,1,8.8,0,100,1
STD21404,19.4,87,40,37,Fair,Medium,1,7.5,0,100,1
STD21405,7.9,56,54,58,Fair,Low,1,6.6,0,88,1
STD21406,8.4,49,60,45,Good,Medium,0,5.5,0,79,1
STD21407,6.4,89,95,71,Good,Medium,0,5.9,0,100,1
STD21408,4.6,78,92,45,Poor,High,0,6.8,0,90,1
STD21409,13.5,83,73,62,Good,Low,1,7.2,0,95,1
STD21410,13.0,70,68,41,Good,High,1,7.5,0,100,1
STD21411,18.4,57,91,95,Good,High,1,7.3,0,100,1
STD21412,17.2,59,58,66,Fair,High,0,6.3,0,100,1
STD21413,24.0,72,86,56,Poor,Low,1,6.1,0,100,1
STD21414,11.6,58,85,54,Good,Low,0,9.5,1,93,1
STD21415,10.7,80,73,50,Fair,Medium,1,6.1,0,100,1
STD21416,5.5,70,85,47,Fair,Medium,1,5.1,0,95,1
STD21417,15.5,79,80,46,Poor,Low,0,4.7,0,79,1
STD21418,12.6,78,87,83,Fair,High,1,6.3,0,100,1
STD21419,15.3,81,54,50,Fair,Low,0,8.0,0,100,1
STD21420,6.3,83,89,26,Poor,Medium,0,6.1,0,76,1
STD21421,13.8,71,96,41,Good,High,1,8.7,0,100,1
STD21422,13.0,79,84,72,Good,Medium,1,6.8,0,100,1
STD21423,12.7,79,89,54,Fair,High,0,8.2,0,100,1
STD21424,8.6,42,76,56,Poor,Medium,0,5.8,0,69,1
STD21425,17.9,85,94,76,Poor,Medium,0,5.8,0,100,1
STD21426,22.3,78,79,46,Fair,Low,0,6.9,0,100,1
STD21427,6.4,84,57,67,Good,Medium,0,7.4,0,100,1
STD21428,15.6,58,93,48,Fair,Medium,0,6.6,0,100,1
STD21429,0.0,72,49,67,Good,High,1,7.2,0,95,1
STD21430,15.3,61,83,52,Good,High,0,7.6,0,100,1
STD21431,2.6,86,71,54,Poor,Low,0,5.0,0,61,1
STD21432,9.4,56,70,70,Good,Low,0,6.4,0,77,1
STD21433,5.4,63,81,69,Fair,Medium,0,6.1,0,89,1
STD21434,10.9,83,65,56,Fair,Medium,1,6.2,0,96,1
STD21435,16.2,67,87,51,Fair,Medium,0,7.3,0,100,1
STD21436,2.7,63,79,82,Fair,Low,0,6.1,0,67,1
STD21437,10.2,89,67,67,Good,Low,1,4.2,0,99,1
STD21438,9.4,89,100,52,Fair,Medium,1,6.5,0,100,1
STD21439,19.9,86,82,48,Fair,Low,0,5.4,0,100,1
STD21440,14.2,88,89,73,Poor,Medium,0,7.4,0,100,1
STD21441,6.1,73,100,60,Fair,Medium,1,7.8,0,100,1
STD21442,9.6,73,100,56,Good,Medium,1,4.0,0,100,1
STD21443,19.8,67,88,60,Fair,Medium,1,5.8,0,100,1
STD21444,15.6,78,73,63,Poor,Low,0,7.3,1,99,1
STD21445,7.4,69,52,57,Fair,High,1,5.0,0,100,1
STD21446,10.7,70,82,76,Good,Medium,0,7.8,1,100,1
STD21447,10.8,84,98,77,Good,High,0,8.2,0,100,1
STD21448,9.3,93,84,66,Poor,Medium,1,6.6,0,100,1
STD21449,3.4,82,20,79,Fair,Medium,1,5.8,0,82,1
STD21450,8.6,100,94,58,Fair,Low,0,3.8,0,89,1
STD21451,18.9,66,95,68,Good,Medium,0,7.9,0,100,1
STD21452,10.1,50,73,73,Poor,Medium,1,9.4,0,100,1
STD21453,11.5,86,96,73,Fair,Medium,0,9.1,1,100,1
STD21454,12.7,65,89,72,Good,Low,0,6.5,0,100,1
STD21455,23.1,72,66,67,Fair,Low,0,5.4,0,100,1
STD21456,12.0,51,100,87,Fair,Low,0,7.9,0,100,1
STD21457,17.5,63,55,50,Poor,Medium,1,6.6,0,100,1
STD21458,9.0,55,77,56,Poor,Medium,0,7.4,0,78,1
STD21459,10.7,70,75,55,Good,High,0,7.2,0,100,1
STD21460,12.1,70,63,52,Good,Low,1,6.9,0,100,1
STD21461,8.1,77,83,28,Poor,Low,0,8.1,0,75,1
STD21462,11.0,93,100,79,Good,Medium,1,8.2,0,100,1
STD21463,16.4,85,100,43,Poor,Low,0,6.1,0,100,1
STD21464,8.0,53,91,61,Fair,Medium,1,5.6,0,87,1
STD21465,12.0,85,47,37,Good,Low,1,3.6,0,86,1
STD21466,15.5,78,54,67,Fair,High,1,6.3,0,100,1
STD21467,7.9,75,81,46,Fair,High,0,5.4,0,98,1
STD21468,17.5,76,77,41,Fair,Medium,1,7.3,0,100,1
STD21469,12.4,79,69,61,Poor,High,1,6.4,0,100,1
STD21470,11.2,66,100,47,Good,Medium,0,6.5,0,100,1
STD21471,2.0,73,80,49,Poor,High,0,7.9,1,66,1
STD21472,10.1,93,88,61,Poor,Low,0,7.3,0,88,1
STD21473,13.9,66,96,70,Good,High,0,6.6,0,100,1
STD21474,20.7,62,79,46,Fair,Low,0,9.0,0,100,1
STD21475,14.8,75,100,43,Fair,Medium,1,7.8,0,100,1
STD21476,17.6,60,61,58,Fair,High,1,6.3,1,91,1
STD21477,6.0,52,67,66,Poor,Medium,0,6.3,0,73,1
STD21478,11.4,71,61,80,Fair,Low,1,7.8,0,100,1
STD21479,18.1,96,100,42,Fair,Low,1,7.1,0,100,1
STD21480,7.6,75,92,53,Fair,Low,0,5.3,0,93,1
STD21481,16.8,79,68,76,Fair,Medium,1,8.0,0,100,1
STD21482,15.7,46,62,88,Good,Medium,1,8.4,0,100,1
STD21483,13.4,82,100,43,Good,Medium,1,8.3,0,100,1
STD21484,10.4,77,85,47,Fair,High,0,8.8,0,100,1
STD21485,7.1,67,100,64,Good,Low,0,9.5,0,100,1
STD21486,20.9,79,77,49,Good,High,1,9.0,0,100,1
STD21487,15.2,78,87,47,Good,Medium,0,7.2,0,100,1
STD21488,13.7,61,83,62,Good,High,0,6.5,0,100,1
STD21489,9.9,81,67,81,Poor,High,0,4.4,0,99,1
STD21490,12.2,93,75,38,Poor,High,0,6.8,1,87,1
STD21491,12.8,73,57,80,Good,Low,0,7.5,0,100,1
STD21492,14.0,64,87,49,Fair,Medium,1,6.9,1,98,1
STD21493,15.7,74,92,63,Good,High,0,4.3,0,100,1
STD21494,8.1,88,96,82,Good,Medium,1,6.4,0,100,1
STD21495,4.7,59,90,63,Poor,Low,1,7.6,0,93,1
STD21496,12.4,84,76,54,Fair,Medium,0,5.5,0,96,1
STD21497,3.3,67,100,69,Good,High,0,7.0,0,99,1
STD21498,10.4,79,94,55,Poor,Low,0,7.4,0,94,1
STD21499,9.5,68,100,66,Good,Medium,1,8.3,0,100,1
STD21500,14.5,68,100,55,Good,High,1,9.0,0,100,1
